41	67	100	1000
34	0	0.585009
24	78	0.895962
62	64	0.174108
45	81	0.513535
61	91	0.0914029
42	27	0.165899
91	4	0.119083
53	92	0.37788
21	16	0.601764
95	47	0.663045
71	38	0.0570391
12	67	0.802606
35	94	0.875973
11	22	0.925718
73	64	0.462081
11	53	0.209601
47	44	0.996796
57	37	0.392438
23	41	0.840144
78	16	0.0926237
90	42	0.00878933
6	40	0.272897
64	48	0.837611
5	90	0.205359
70	50	0.457961
1	93	0.10828
29	23	0.735008
54	56	0.361339
66	76	0.425153
8	44	0.98999
26	23	0.168981
38	18	0.0635395
29	41	0.147496
15	39	0.905118
4	30	0.426557
6	73	0.683187
21	45	0.82168
72	70	0.177892
77	73	0.155553
12	86	0.405591
61	36	0.682241
67	55	0.475295
31	52	0.834681
50	41	0.662984
66	30	0.949339
91	7	0.345988
57	87	0.84698
83	45	0.271889
9	58	0.739189
88	22	0.761315
6	30	0.5009
68	0	0.994629
62	55	0.531327
59	24	0.626759
48	83	0.842158
41	2	0.743126
91	36	0.286081
20	96	0.733085
48	99	0.600238
84	81	0.144475
53	99	0.806238
38	0	0.115604
27	67	0.113773
93	48	0.686148
7	21	0.43672
17	13	0.290353
9	16	0.577868
51	0	0.160192
19	56	0.695761
3	24	0.335948
44	9	0.457442
2	95	0.625172
93	43	0.931516
87	14	0.290017
48	0	0.410718
18	80	0.604144
98	81	0.597827
98	9	0.828791
72	22	0.565752
92	38	0.737907
90	57	0.242866
91	15	0.698508
56	11	0.494461
34	72	0.612049
28	46	0.804529
86	75	0.867733
69	42	0.727683
16	81	0.976531
22	51	0.305826
99	57	0.869045
92	89	0.154881
12	0	0.0766015
3	69	0.545091
88	1	0.298746
55	23	0.152654
85	82	0.313883
88	26	0.873348
57	32	0.943999
69	54	0.784967
89	76	0.956114
68	92	0.653859
55	34	0.505051
41	12	0.91998
60	18	0.114536
39	23	0.496811
96	87	0.382366
49	37	0.606281
49	93	0.707877
97	16	0.863247
5	88	0.496902
55	34	0.552812
1	16	0.630848
86	63	0.131626
55	85	0.611988
12	8	0.0559099
45	13	0.847072
21	58	0.721641
82	81	0.126469
96	22	0.217566
61	35	0.624104
73	66	0.367565
59	92	0.806879
53	24	0.798181
10	45	0.630177
86	13	0.13654
22	68	0.427808
87	5	0.548051
91	2	0.11063
77	14	0.284249
24	34	0.789636
72	59	0.361126
70	87	0.863582
18	77	0.542405
70	63	0.0814234
92	85	0.0946684
80	13	0.232765
2	99	0.931639
25	43	0.0587176
23	72	0.398602
81	3	0.837184
5	93	0.693533
31	92	0.00433363
22	86	0.398694
0	87	0.255135
13	74	0.435499
70	35	0.940977
11	60	0.576678
67	85	0.383007
40	94	0.0822474
24	19	0.0648518
76	94	0.691488
2	71	0.685629
78	93	0.727897
84	18	0.868679
19	52	0.0854518
87	60	0.0587786
10	57	0.98178
15	76	0.922483
43	58	0.218635
9	82	0.521439
65	87	0.902646
74	25	0.782098
29	28	0.775872
20	2	0.456618
23	96	0.114048
61	95	0.992615
64	60	0.189276
16	30	0.620319
11	71	0.195654
47	53	0.656758
90	24	0.921293
63	40	0.636341
62	29	0.943022
13	58	0.536454
65	7	0.350261
0	58	0.196509
3	60	0.590747
24	77	0.155889
13	87	0.604297
50	60	0.684469
93	84	0.592212
40	11	0.876003
35	56	0.185308
50	23	0.442061
56	16	0.0496231
57	26	0.407636
37	71	0.728446
61	96	0.397412
17	12	0.388104
96	85	0.733695
23	29	0.739433
65	59	0.272591
96	55	0.36784
62	84	0.907437
54	72	0.654836
69	32	0.0904263
7	83	0.0278024
35	67	0.697287
75	38	0.0678426
42	54	0.198706
41	75	0.654897
25	21	0.545366
26	34	0.464034
83	50	0.530961
79	1	0.372112
34	37	0.809778
56	93	0.310556
5	62	0.321909
81	0	0.439863
41	55	0.758538
42	62	0.842647
77	24	0.997284
52	43	0.863552
73	40	0.284219
75	72	0.391186
10	17	0.455702
12	95	0.401898
31	40	0.808374
85	90	0.595019
89	90	0.462203
53	14	0.569201
40	44	0.343577
35	59	0.341563
5	64	0.371746
3	29	0.725578
8	92	0.18302
49	56	0.780084
27	67	0.901547
29	40	0.848811
74	1	0.185461
15	83	0.250649
92	24	0.170934
92	59	0.0814844
28	27	0.124638
75	86	0.472976
70	87	0.727775
4	3	0.647633
63	6	0.0721152
10	71	0.838923
40	64	0.779504
19	13	0.231666
4	18	0.281747
50	5	0.15183
39	3	0.348582
98	47	0.414563
48	71	0.545183
13	75	0.657521
12	46	0.570025
69	62	0.259987
85	89	0.486587
65	40	0.709403
8	18	0.850551
1	23	0.644917
72	52	0.765618
70	63	0.912534
3	23	0.107639
0	69	0.427717
65	28	0.65746
47	88	0.089816
37	9	0.807611
49	81	0.0484634
42	8	0.978423
21	58	0.914151
88	46	0.0210578
49	43	0.654012
20	48	0.826044
36	83	0.550401
26	85	0.214789
53	29	0.34254
48	23	0.102512
57	66	0.150884
55	18	0.998749
11	25	0.621204
1	49	0.289804
84	15	0.548235
42	75	0.546678
42	96	0.66982
72	26	0.445753
73	29	0.988922
5	26	0.909818
75	93	0.505539
36	36	0.88934
14	94	0.251961
52	36	0.94113
82	55	0.641346
31	30	0.544481
25	11	0.996033
86	90	0.0503555
62	34	0.332438
53	16	0.410535
8	62	0.678518
54	3	0.507645
3	56	0.00451674
24	17	0.128574
9	28	0.89114
80	18	0.514481
50	55	0.957091
64	3	0.112186
43	9	0.454787
61	89	0.761376
82	53	0.936125
20	2	0.21128
31	69	0.118351
59	8	0.690298
71	3	0.669729
81	4	0.378185
85	13	0.204413
89	22	0.181219
37	10	0.960143
34	8	0.303995
59	93	0.0462355
69	37	0.881039
58	0	0.426374
64	17	0.494858
55	15	0.559404
39	12	0.893826
82	54	0.49089
10	84	0.756066
80	15	0.791986
41	15	0.0512406
10	98	0.704154
88	77	0.553362
56	89	0.79693
8	41	0.481887
23	63	0.000854518
84	78	0.219733
71	85	0.670614
71	33	0.697867
53	95	0.981719
25	76	0.476974
50	98	0.100986
93	86	0.917997
16	49	0.813837
28	79	0.239998
21	5	0.269356
16	16	0.846156
66	87	0.844783
64	40	0.173528
21	62	0.449263
64	9	0.623035
2	73	0.522599
41	45	0.969329
23	31	0.146672
68	18	0.170965
7	7	0.716605
12	36	0.812708
14	9	0.124638
56	90	0.649831
96	52	0.0321665
45	8	0.00756859
91	12	0.15659
14	39	0.242866
22	4	0.213477
52	69	0.228248
38	23	0.852016
66	59	0.991791
86	96	0.227729
33	58	0.366894
46	92	0.39787
25	47	0.899014
2	7	0.125065
30	92	0.44557
78	99	0.560076
48	82	0.01648
15	75	0.267403
67	36	0.561449
18	97	0.788232
51	16	0.739463
49	25	0.0200812
29	20	0.333872
60	47	0.767907
55	75	0.0241707
61	54	0.500443
46	14	0.822352
88	69	0.263619
63	75	0.748161
21	75	0.476547
28	34	0.383618
5	64	0.59685
62	61	0.931547
49	69	0.0100711
23	50	0.437422
25	10	0.602344
36	37	0.0390027
93	36	0.937346
64	91	0.608814
35	5	0.407025
4	37	0.0800501
64	70	0.781518
68	81	0.216224
52	73	0.874416
94	76	0.727134
96	72	0.19071
40	74	0.574328
43	11	0.0592364
89	19	0.169836
5	85	0.494888
50	15	0.0796228
64	66	0.515549
74	9	0.924711
95	73	0.475753
61	72	0.548357
58	31	0.80166
26	10	0.318064
74	79	0.943327
52	82	0.774895
95	64	0.0266732
64	2	0.8623
60	74	0.212775
21	22	0.779656
77	89	0.781426
95	94	0.242622
43	54	0.0757164
12	72	0.715323
28	12	0.297922
67	8	0.134739
8	23	0.358867
34	4	0.899869
19	58	0.181433
6	66	0.570696
67	92	0.664907
32	56	0.94528
47	21	0.55797
22	31	0.072512
83	48	0.388287
82	18	0.450941
20	11	0.982147
56	90	0.272378
24	86	0.600513
69	43	0.229926
77	68	0.948149
91	96	0.237526
28	27	0.898038
71	97	0.537492
3	27	0.348155
45	8	0.219275
38	37	0.807001
13	1	0.270089
28	11	0.721763
49	92	0.0443739
69	81	0.838191
67	13	0.604053
34	72	0.640034
30	1	0.868007
77	77	0.786462
2	64	0.0421461
90	23	0.0682699
23	79	0.506455
69	27	0.367504
10	82	0.337474
26	87	0.0509659
28	51	0.0689108
13	60	0.786859
86	42	0.262764
72	28	0.562578
41	18	0.106906
67	65	0.333811
81	57	0.694296
14	98	0.868496
61	63	0.999664
7	78	0.594775
35	65	0.978881
86	86	0.239051
60	30	0.794946
28	92	0.379437
40	66	0.0529496
10	99	0.361248
92	82	0.22364
52	69	0.95352
94	8	0.282357
47	32	0.290994
8	64	0.106723
43	49	0.671865
41	89	0.491348
12	48	0.290628
51	74	0.873836
91	0	0.605914
90	97	0.150121
80	78	0.394635
44	40	0.411603
99	25	0.258889
38	92	0.189001
52	11	0.0476089
34	40	0.961241
85	29	0.962554
5	91	0.408704
10	49	0.658528
79	71	0.28312
73	93	0.04944
97	26	0.954497
90	82	0.41438
59	18	0.808405
59	49	0.394421
72	80	0.824244
67	8	0.197668
3	70	0.995117
96	74	0.418775
11	19	0.877743
56	90	0.951048
83	16	0.608295
52	41	0.151189
13	62	0.31727
60	15	0.332774
99	36	0.142827
98	32	0.43907
84	40	0.107334
6	70	0.00735496
82	49	0.107517
58	5	0.903989
95	96	0.302622
78	78	0.414411
58	77	0.389111
7	29	0.734916
95	78	0.753075
53	99	0.35963
65	93	0.415296
72	43	0.913388
14	68	0.154271
91	73	0.272286
48	51	0.335276
44	46	0.963683
17	29	0.912992
74	91	0.472091
12	46	0.936705
91	15	0.822443
57	40	0.795068
36	51	0.289529
26	62	0.517441
83	94	0.921049
97	65	0.825983
13	61	0.383862
78	78	0.431532
11	47	0.0746178
70	75	0.411664
50	49	0.101718
65	14	0.527421
7	32	0.271493
67	22	0.148991
10	41	0.220679
87	5	0.197729
21	38	0.956786
47	8	0.294382
76	59	0.921323
22	66	0.25898
55	28	0.903775
60	53	0.359416
48	3	0.331462
31	82	0.380108
97	6	0.267098
21	96	0.802057
21	55	0.486679
24	18	0.278787
76	74	0.911252
98	74	0.282388
22	35	0.0501419
88	53	0.403821
47	80	0.608112
78	50	0.451704
61	99	0.636464
63	16	0.322672
61	45	0.197546
74	50	0.743217
81	87	0.0823695
10	43	0.533006
72	29	0.304605
12	76	0.133702
47	90	0.508774
5	72	0.916532
89	20	0.706961
31	58	0.344646
6	78	0.517228
6	71	0.554399
96	97	0.946684
94	29	0.451308
9	84	0.365276
78	17	0.122532
26	84	0.279794
6	28	0.369182
18	90	0.463851
85	86	0.585925
20	10	0.557604
13	15	0.185705
18	80	0.0406201
67	87	0.410291
86	7	0.133061
27	74	0.806635
52	71	0.313364
93	85	0.0102847
11	4	0.386883
6	68	0.885708
13	0	0.016541
37	38	0.65273
55	89	0.965819
81	93	0.506119
87	61	0.625416
17	1	0.533525
47	65	0.328166
4	84	0.582751
25	21	0.120975
81	72	0.247383
56	43	0.689505
80	80	0.453749
11	13	0.639912
51	16	0.368633
68	40	0.962279
33	79	0.630604
59	53	0.852565
95	65	0.362377
20	35	0.783715
76	55	0.174718
71	8	0.4138
56	2	0.544206
5	40	0.225074
62	85	0.670248
80	36	0.329508
2	8	0.307627
40	76	0.276437
93	40	0.260811
74	73	0.582812
80	35	0.337901
0	7	0.700552
66	41	0.719871
81	68	0.864132
96	25	0.0307932
12	36	0.34959
62	43	0.0226447
21	22	0.74807
48	18	0.835231
17	14	0.538652
90	35	0.389386
69	95	0.16184
40	79	0.738517
5	91	0.569506
81	52	0.267129
33	29	0.487899
42	53	0.612903
20	14	0.998505
44	63	0.220618
52	64	0.145543
70	5	0.642323
94	87	0.742393
76	23	0.199591
79	90	0.994537
10	71	0.547655
21	70	0.615955
89	55	0.151921
79	6	0.404736
35	87	0.829981
33	88	0.394757
79	93	0.451369
62	65	0.335734
5	7	0.749748
69	34	0.99707
57	98	0.108188
97	18	0.269723
44	72	0.26133
28	64	0.878964
23	90	0.232063
1	27	0.341716
92	71	0.621448
1	63	0.235633
65	21	0.715506
10	95	0.51091
22	12	0.889645
15	55	0.103549
38	79	0.606769
8	54	0.116642
7	45	0.0408338
44	90	0.95642
54	4	0.141087
25	78	0.662984
81	30	0.907407
23	94	0.889004
46	87	0.898618
5	16	0.175481
89	38	0.670278
35	97	0.982971
30	24	0.0582293
37	74	0.974151
72	93	0.117649
34	61	0.947783
6	84	0.215918
82	19	0.205725
32	84	0.389996
79	83	0.630726
36	25	0.736045
37	28	0.980224
77	37	0.430036
56	95	0.490127
1	93	0.10474
36	80	0.453963
7	84	0.856777
19	90	0.624897
41	51	0.254189
90	74	0.704123
91	89	0.481796
90	39	0.454512
53	63	0.325968
3	5	0.737815
79	95	0.187353
68	98	0.643422
39	15	0.842952
93	26	0.479812
38	28	0.383953
99	78	0.362896
23	43	0.757897
43	49	0.082461
7	2	0.767266
87	46	0.48497
37	13	0.347911
16	90	0.401685
35	26	0.592364
77	82	0.801416
89	5	0.423414
63	22	0.982543
66	60	0.184271
88	11	0.861995
67	25	0.819941
89	42	0.398663
47	2	0.903867
99	23	0.525712
3	48	0.642445
70	36	0.288644
67	56	0.287027
31	62	0.818476
75	56	0.229835
95	44	0.933592
3	88	0.577258
50	19	0.191412
91	83	0.309244
75	42	0.719291
0	54	0.368603
85	57	0.773125
93	90	0.308329
50	33	0.327219
